APN,RSO Year,Address,City,Zip,RSO Units,Prior Council District,Council District,Land Use Code,Unit Range
6039018057,2019,836 W 93RD ST,LOS ANGELES,90044,2,8,8,200,2 units
6039018059,2019,826 W 93RD ST,LOS ANGELES,90044,6,8,8,500,5-10 units
6039018060,2019,820 W 93RD ST,LOS ANGELES,90044,6,8,8,500,5-10 units
6039018064,2019,801 W 94TH ST,LOS ANGELES,90044,3,8,8,300,3-4 units
6039018065,2019,809 W 94TH ST,LOS ANGELES,90044,4,8,8,400,3-4 units
6039018066,2019,819 W 94TH ST,LOS ANGELES,90044,3,8,8,300,3-4 units
6039018068,2019,831 W 94TH ST,LOS ANGELES,90044,3,8,8,300,3-4 units
6039018072,2019,851 W 94TH ST,LOS ANGELES,90044,4,8,8,400,3-4 units
6040001004,2019,149 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040001005,2019,145 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040001006,2019,143 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040001014,2019,8421 S MAIN ST,LOS ANGELES,90003,3,9,9,1210,3-4 units
6040001015,2019,107 W 84TH PL,LOS ANGELES,90003,5,9,9,500,5-10 units
6040001016,2019,158 W 84TH ST,LOS ANGELES,90003,3,9,9,300,3-4 units
6040001018,2019,150 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040001019,2019,146 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040001021,2019,138 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040001026,2019,118 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040001027,2019,114 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040001028,2019,108 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040001032,2019,8407 S MAIN ST,LOS ANGELES,90003,8,9,9,500,5-10 units
6040001033,2019,8411 S MAIN ST,LOS ANGELES,90003,8,9,9,500,5-10 units
6040002003,2019,8426 S BROADWAY,LOS ANGELES,90003,2,9,9,1210,2 units
6040002004,2019,245 W 84TH PL,LOS ANGELES,90003,3,9,9,300,3-4 units
6040002009,2019,225 W 84TH PL,LOS ANGELES,90003,1,9,9,200,1 unit
6040002010,2019,221 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040002011,2019,217 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040002012,2019,213 W 84TH PL,LOS ANGELES,90003,1,9,9,200,1 unit
6040002021,2019,236 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040002024,2019,224 W 84TH ST,LOS ANGELES,90003,3,9,9,200,3-4 units
6040002025,2019,220 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040002026,2019,216 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040002027,2019,212 W 84TH ST,LOS ANGELES,90003,4,9,9,400,3-4 units
6040002029,2019,204 W 84TH ST,LOS ANGELES,90003,3,9,9,200,3-4 units
6040003005,2019,8417 S BROADWAY,LOS ANGELES,90003,3,9,9,300,3-4 units
6040003008,2019,315 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040003009,2019,319 W 84TH PL,LOS ANGELES,90003,3,9,9,300,3-4 units
6040003017,2019,336 W 84TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040003018,2019,332 W 84TH ST,LOS ANGELES,90003,3,9,9,300,3-4 units
6040003019,2019,328 W 84TH ST,LOS ANGELES,90003,3,9,9,300,3-4 units
6040003022,2019,329 W 84TH PL,LOS ANGELES,90003,4,9,9,400,3-4 units
6040003024,2019,339 W 84TH PL,LOS ANGELES,90003,3,9,9,300,3-4 units
6040003025,2019,325 W 84TH PL,LOS ANGELES,90003,10,9,9,500,5-10 units
6040004003,2019,344 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040004004,2019,340 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040004006,2019,328 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040004020,2019,8473 S OLIVE ST,LOS ANGELES,90003,11,9,9,500,11-49 units
6040004025,2019,8463 S OLIVE ST,LOS ANGELES,90003,3,9,9,300,3-4 units
6040005009,2019,8511 S BROADWAY,LOS ANGELES,90003,4,9,9,1210,3-4 units
6040005013,2019,8455 S BROADWAY,LOS ANGELES,90003,3,9,9,300,3-4 units
6040005015,2019,318 W 84TH PL,LOS ANGELES,90003,10,9,9,500,5-10 units
6040005023,2019,314 W 84TH PL,LOS ANGELES,90003,20,9,9,500,11-49 units
6040006005,2019,229 W 85TH ST,LOS ANGELES,90003,3,9,9,300,3-4 units
6040006006,2019,225 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040006008,2019,215 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040006009,2019,211 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040006011,2019,203 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040006015,2019,204 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040006016,2019,208 W 84TH PL,LOS ANGELES,90003,3,9,9,300,3-4 units
6040006017,2019,212 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040006018,2019,216 W 84TH PL,LOS ANGELES,90003,3,9,9,300,3-4 units
6040006019,2019,220 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040006020,2019,224 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040006021,2019,228 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040006022,2019,232 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040006024,2019,240 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040007003,2019,149 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040007007,2019,133 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040007010,2019,121 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040007015,2019,8449 S MAIN ST,LOS ANGELES,90003,2,9,9,200,2 units
6040007016,2019,107 W 85TH ST,LOS ANGELES,90003,3,9,9,300,3-4 units
6040007019,2019,8441 S MAIN ST,LOS ANGELES,90003,6,9,9,400,5-10 units
6040007020,2019,116 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040007021,2019,118 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040007025,2019,136 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040007027,2019,144 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040007028,2019,148 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040007029,2019,152 W 84TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040007030,2019,156 W 84TH PL,LOS ANGELES,90003,3,9,9,200,3-4 units
6040007031,2019,160 W 84TH PL,LOS ANGELES,90003,3,9,9,300,3-4 units
6040007032,2019,8445 S MAIN ST,LOS ANGELES,90003,4,9,9,400,3-4 units
6040007033,2019,117 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040008003,2019,148 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040008005,2019,138 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040008006,2019,130 W 85TH ST,LOS ANGELES,90003,3,9,9,300,3-4 units
6040008008,2019,122 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040008009,2019,116 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040008016,2019,123 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040008019,2019,137 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040008021,2019,149 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040008022,2019,155 W 85TH PL,LOS ANGELES,90003,4,9,9,400,3-4 units
6040009004,2019,236 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040009005,2019,232 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040009009,2019,210 W 85TH ST,LOS ANGELES,90003,2,9,9,300,2 units
6040009010,2019,206 W 85TH ST,LOS ANGELES,90003,2,9,9,200,2 units
6040009011,2019,200 W 85TH ST,LOS ANGELES,90003,3,9,9,300,3-4 units
6040009014,2019,201 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040009015,2019,207 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040009017,2019,217 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040009018,2019,221 W 85TH PL,LOS ANGELES,90003,8,9,9,500,5-10 units
6040009022,2019,243 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040010004,2019,232 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040010005,2019,226 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040010007,2019,216 W 85TH PL,LOS ANGELES,90003,3,9,9,300,3-4 units
6040010008,2019,210 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040011003,2019,146 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040011005,2019,138 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040011007,2019,126 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040011008,2019,120 W 85TH PL,LOS ANGELES,90003,2,9,9,200,2 units
6040012006,2019,118 W MANCHESTER AVE,LOS ANGELES,90003,8,8,8,500,5-10 units
6040012017,2019,151 W 86TH PL,LOS ANGELES,90003,3,8,8,300,3-4 units
6040012022,2019,131 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040013022,2019,225 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040015001,2019,162 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040015003,2019,204 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040015004,2019,210 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040015006,2021,218 W 86TH PL,LOS ANGELES,90003,1,8,8,200,1 unit
6040015009,2019,230 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040016004,2019,118 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040016010,2019,142 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040016014,2019,158 W 86TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040016023,2019,127 W 87TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040017004,2019,122 W 87TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040017005,2019,126 W 87TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040017012,2019,154 W 87TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040017013,2019,158 W 87TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040017014,2019,155 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040017015,2019,151 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040017016,2023,147 W 87TH PL,LOS ANGELES,90003,1,8,8,200,1 unit
6040017018,2019,135 E 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040017019,2019,131 W 87TH PL,LOS ANGELES,90003,3,8,8,300,3-4 units
6040017020,2019,127 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040018002,2019,241 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040018003,2019,237 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040018007,2019,217 W 87TH PL,LOS ANGELES,90003,4,8,8,400,3-4 units
6040018009,2019,207 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040018014,2023,206 W 87TH ST,LOS ANGELES,90003,1,8,8,200,1 unit
6040018021,2019,234 W 87TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040018023,2019,242 W 87TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040019009,2019,335 W 88TH ST,LOS ANGELES,90003,10,8,8,500,5-10 units
6040019010,2019,339 W 88TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040019015,2019,334 W 87TH ST,LOS ANGELES,90003,8,8,8,500,5-10 units
6040019026,2019,340 W 87TH ST,LOS ANGELES,90003,10,8,8,500,5-10 units
6040019030,2024,340 W 87TH ST,LOS ANGELES,90003,11,8,,500,11-49 units
6040020007,2019,231 W 88TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040020008,2019,227 W 88TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040020010,2019,215 W 88TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040020012,2019,207 W 88TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040020021,2019,228 W 87TH PL,LOS ANGELES,90003,3,8,8,300,3-4 units
6040020024,2019,218 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040020026,2019,206 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040020027,2019,200 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040021004,2019,139 W 88TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040021005,2019,135 W 88TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040021011,2019,152 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040021012,2019,146 W 87TH PL,LOS ANGELES,90003,3,8,8,300,3-4 units
6040021013,2019,140 W 87TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040021018,2019,118 W 87TH PL,LOS ANGELES,90003,3,8,8,300,3-4 units
6040022004,2019,8815 S MAIN ST,LOS ANGELES,90003,2,8,8,1210,2 units
6040022005,2019,105 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040022009,2019,128 W 88TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040022015,2021,160 W 88TH ST,LOS ANGELES,90003,1,8,8,200,1 unit
6040022020,2019,145 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040023002,2019,206 W 88TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040023005,2019,222 W 88TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040023006,2019,226 W 88TH ST,LOS ANGELES,90003,3,8,8,200,3-4 units
6040023010,2019,248 W 88TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040023013,2019,247 W 88TH PL # 49,LOS ANGELES,90003,2,8,8,200,2 units
6040023014,2020,243 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040023016,2019,233 W 88TH PL,LOS ANGELES,90003,3,8,8,300,3-4 units
6040023019,2019,217 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040023020,2019,213 W 88TH PL,LOS ANGELES,90003,3,8,8,300,3-4 units
6040024023,2019,349 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040025004,2019,343 W 89TH ST,LOS ANGELES,90003,10,8,8,500,5-10 units
6040025008,2019,335 W 89TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040025009,2019,331 W 89TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040025010,2019,327 W 89TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040025011,2019,323 W 89TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040025012,2019,317 W 89TH ST,LOS ANGELES,90003,8,8,8,500,5-10 units
6040025901,2019,353 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040026001,2019,161 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040026002,2019,167 1/4 W 89TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040026003,2019,205 W 89TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040026004,2019,209 W 89TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040026005,2019,215 W 89TH ST,LOS ANGELES,90003,2,8,8,300,2 units
6040026010,2019,235 W 89TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040026011,2019,237 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040026012,2019,241 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040026017,2019,8874 S BROADWAY,LOS ANGELES,90003,1,8,8,1210,1 unit
6040026022,2019,242 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040026028,2019,218 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040026033,2021,160 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040027008,2019,135 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040027009,2019,141 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040027010,2019,145 W 89TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040027012,2019,153 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040027017,2019,144 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040027018,2021,140 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040027020,2019,132 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040027902,2019,122 W 88TH PL,LOS ANGELES,90003,3,8,8,300,3-4 units
6040027903,2019,118 W 88TH PL,LOS ANGELES,90003,2,8,8,200,2 units
6040027912,2024,122 W 88TH PL,,90003,3,8,,300,3-4 units
6040027913,2024,118 W 88TH PL,,90003,2,8,,200,2 units
6040028016,2019,149 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040028017,2021,153 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040028020,2019,152 W 89TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040028910,2021,129 W 90TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040028911,2021,132 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040028914,2021,121 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040028915,2021,120 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040028924,2024,121 W 90TH ST,,90003,2,8,,200,2 units
6040028926,2024,129 W 90TH ST,,90003,3,8,,300,3-4 units
6040029002,2019,201 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029003,2019,205 W 90TH ST,LOS ANGELES,90003,1,8,8,200,1 unit
6040029004,2019,211 1/2 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029005,2019,215 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029006,2019,219 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029007,2019,223 W 90TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040029008,2019,227 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029009,2019,231 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029011,2019,239 W 90TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040029012,2019,243 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029013,2019,247 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029021,2020,246 W 89TH ST,LOS ANGELES,90003,1,8,8,200,1 unit
6040029022,2019,242 W 89TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040029023,2019,238 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029024,2019,234 W 89TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040029026,2019,226 W 89TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040029027,2019,222 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029028,2019,218 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040029033,2019,160 W 89TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040030002,2019,350 W 89TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040030003,2019,346 W 89TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040030006,2019,334 W 89TH ST,LOS ANGELES,90003,2,8,8,300,2 units
6040030010,2019,318 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040030011,2019,314 W 89TH ST,LOS ANGELES,90003,6,8,8,500,5-10 units
6040030012,2019,308 W 89TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040030013,2019,8909 S BROADWAY,LOS ANGELES,90003,4,8,8,400,3-4 units
6040030017,2019,8931 S BROADWAY,LOS ANGELES,90003,1,8,8,1210,1 unit
6040030019,2019,317 W 90TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040030020,2019,321 W 90TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040031002,2019,352 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040031003,2019,348 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040031007,2019,330 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
6040031008,2019,328 W 90TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040031009,2019,322 W 90TH ST,LOS ANGELES,90003,3,8,8,400,3-4 units
6040031011,2019,9003 S BROADWAY,LOS ANGELES,90003,8,8,8,500,5-10 units
6040031012,2019,9009 S BROADWAY,LOS ANGELES,90003,8,8,8,500,5-10 units
6040031019,2019,335 W 91ST ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040031024,2019,315 W 91ST ST,LOS ANGELES,90003,2,8,8,200,2 units
6040031027,2019,318 W 90TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040031028,2019,314 W 90TH ST,LOS ANGELES,90003,4,8,8,400,3-4 units
6040032006,2019,339 W 91ST PL,LOS ANGELES,90003,2,8,8,200,2 units
6040032008,2019,335 W 91ST PL,LOS ANGELES,90003,2,8,8,200,2 units
6040032018,2019,315 W 91ST PL,LOS ANGELES,90003,2,8,8,200,2 units
6040032020,2019,9123 S BROADWAY,LOS ANGELES,90003,2,8,8,200,2 units
6040033004,2019,211 W 91ST ST,LOS ANGELES,90003,2,8,8,200,2 units
6040033005,2019,215 W 91ST ST,LOS ANGELES,90003,2,8,8,200,2 units
6040033008,2019,227 W 91ST ST,LOS ANGELES,90003,2,8,8,200,2 units
6040033009,2019,231 W 91ST ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040033024,2019,224 W 90TH ST,LOS ANGELES,90003,3,8,8,300,3-4 units
6040033025,2019,220 W 90TH ST,LOS ANGELES,90003,2,8,8,200,2 units
