Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Rec Year,Entitlement,Zip,C of O,Extremely Low (AMI 30%),"Very, Very Low (45%)",Very Low (AMI 50%),Low (AMI 50%-80%),Moderate (AMI 120%),Workforce (AMI 150%),Types of Density Bonus/Discretionary/Specific Plan,source,Cleaned_Address,LAT,LONG
11848 W. Vanowen St.,91605.0,2.0,2020,3.0,35,0.0857142857142857,2020,TOC,91605,2023-05-12 00:00:00,3.0,,,,,,TOC Tier 1,deduplicated_matched,11848 W. Vanowen St.,34.1937414,-118.3917081
569 W. 6th St.,90731.0,14.0,2020,47.0,48,0.9791666666666666,2020,TOC,90731,2024-04-18 00:00:00,5.0,,42.0,,,,TOC Tier 3,deduplicated_matched,569 W. 6th St.,34.0487695,-118.2553399
231 S. Westlake Ave.,90057.0,1.0,2020,1.0,6,0.1666666666666666,2020,TOC,90057,2023-01-25 00:00:00,,,1.0,,,,TOC Tier 1,deduplicated_matched,231 S. Westlake Ave.,34.0641519,-118.2703845
10867 W. Fruitland Dr.,91604.0,4.0,2020,3.0,19,0.1578947368421052,2020,TOC,91604,2024-05-10 00:00:00,1.0,,2.0,,,,TOC Tier 3,deduplicated_matched,10867 W. Fruitland Dr.,34.1385967,-118.3677667
6559 S. Brynhurst Ave.,90043.0,8.0,2020,3.0,26,0.1153846153846153,2020,TOC,90043,2024-11-26 00:00:00,3.0,,,,,,TOC Tier 3,deduplicated_matched,6559 S. Brynhurst Ave.,33.9789784,-118.3339692
14715 W. Blythe St.,91402.0,6.0,2020,6.0,26,0.2307692307692307,2020,TOC,91402,,3.0,,2.0,1.0,,,TOC Tier 1,deduplicated_matched,14715 W. Blythe St.,34.2149312,-118.5636616
726 S. Wilton Pl.,90005.0,5.0,2020,5.0,25,0.2,2020,TOC,90005,2024-08-26 00:00:00,3.0,,1.0,1.0,,,TOC Tier 3,deduplicated_matched,726 S. Wilton Pl.,34.05903929999999,-118.3139537
1164 W. 37th Pl.,90007.0,8.0,2020,1.0,6,0.1666666666666666,2020,TOC,90007,2021-12-17 00:00:00,1.0,,,,,,TOC Tier 4,deduplicated_matched,1164 W. 37th Pl.,34.0197115,-118.293715
2310 W. Ocean View Ave.,90057.0,1.0,2020,4.0,24,0.1666666666666666,2020,TOC,90057,,1.0,,3.0,,,,TOC Tier 3,deduplicated_matched,2310 W. Ocean View Ave.,34.0625929,-118.2759817
827 S. Grand View St.,90057.0,1.0,2020,7.0,60,0.1166666666666666,2020,TOC,90057,,6.0,,,1.0,,,TOC Tier 3,deduplicated_matched,827 S. Grand View St.,34.0552174,-118.2806858
738 S. Normandie Ave.,90005.0,10.0,2020,5.0,44,0.1136363636363636,2020,TOC,90005,,5.0,,,,,,TOC Tier 3,deduplicated_matched,738 S. Normandie Ave.,34.0584903,-118.2996558
432 N. Normandie Ave.,90004.0,13.0,2020,2.0,14,0.1428571428571428,2020,TOC,90004,,1.0,,1.0,,,,TOC Tier 3,deduplicated_matched,432 N. Normandie Ave.,34.0786,-118.300121
4324 S. Vermont Ave.,90037.0,9.0,2020,2.0,16,0.125,2020,TOC,90037,,2.0,,,,,,TOC Tier 3,deduplicated_matched,4324 S. Vermont Ave.,34.004762,-118.2913139
9416 S. Firth Blvd.,90002.0,15.0,2020,4.0,39,0.1025641025641025,2020,TOC,90002,2024-09-13 00:00:00,4.0,,,,,,TOC Tier 1,deduplicated_matched,9416 S. Firth Blvd.,33.9506674,-118.2472306
1332 W. Colorado Blvd.,90041.0,14.0,2020,3.0,31,0.0967741935483871,2020,TOC,90041,,3.0,,,,,,TOC Tier 2,deduplicated_matched,1332 W. Colorado Blvd.,34.1426864,-118.2716907
2025 E. New Jersey St.,90033.0,14.0,2020,14.0,15,0.9333333333333332,2020,TOC,90033,2024-02-06 00:00:00,2.0,,1.0,11.0,,,TOC Tier 4,deduplicated_matched,2025 E. New Jersey St.,34.0480043,-118.2123474
3019 W. 6th St.,90020.0,10.0,2020,2.0,14,0.1428571428571428,2020,TOC,90020,,,,2.0,,,,TOC Tier 3,deduplicated_matched,3019 W. 6th St.,34.0638794,-118.2877773
517 W. 79th St.,90044.0,8.0,2020,7.0,7,1.0,2020,TOC,90044,2022-03-04 00:00:00,1.0,,1.0,5.0,,,TOC Tier 1,deduplicated_matched,517 W. 79th St.,33.9681327,-118.2834441
4000 W. 6th St.,90020.0,10.0,2020,6.0,51,0.1176470588235294,2020,TOC,90020,,6.0,,,,,,TOC Tier 4,deduplicated_matched,4000 W. 6th St.,34.0633108,-118.310717
448 W. 5th St.,90731.0,14.0,2020,8.0,99,0.0808080808080808,2020,TOC,90731,,8.0,,,,,,TOC Tier 1,deduplicated_matched,448 W. 5th St.,34.0490565,-118.2522404
636 N. Juanita Ave.,90004.0,13.0,2020,4.0,33,0.1212121212121212,2020,TOC,90004,,4.0,,,,,,TOC Tier 3,deduplicated_matched,636 N. Juanita Ave.,34.0829061,-118.2902975
4826 W. Franklin Ave.,90027.0,4.0,2020,1.0,7,0.1428571428571428,2020,TOC,90027,2024-02-01 00:00:00,,,1.0,,,,TOC Tier 3,deduplicated_matched,4826 W. Franklin Ave.,34.1464892,-118.3446051
4632 W. Santa Monica Blvd.,90029.0,13.0,2020,20.0,177,0.1129943502824858,2020,TOC,90029,,20.0,,,,,,TOC Tier 4,deduplicated_matched,4632 W. Santa Monica Blvd.,34.0906133,-118.2903831
2405 S. Hauser Blvd.,90016.0,10.0,2020,3.0,30,0.1,2020,TOC,90016,2023-10-20 00:00:00,3.0,,,,,,TOC Tier 2,deduplicated_matched,2405 S. Hauser Blvd.,34.0349624,-118.3621762
2600 S. Sepulveda Blvd.,90054.0,5.0,2020,5.0,43,0.1162790697674418,2020,TOC,90054,,5.0,,,,,,TOC Tier 3,deduplicated_matched,2600 S. Sepulveda Blvd.,34.0330645,-118.4319978
211 W. Alpine St.,90012.0,1.0,2020,17.0,170,0.1,2020,TOC,90012,,17.0,,,,,,TOC Tier 3,deduplicated_matched,211 W. Alpine St.,34.0622803,-118.2373579
14825 W. Delano St.,91411.0,6.0,2020,4.0,40,0.1,2020,TOC,91411,2023-07-24 00:00:00,4.0,,,,,,TOC Tier 3,deduplicated_matched,14825 W. Delano St.,34.1828711,-118.4564768
1124 S. Normandie Ave.,90006.0,1.0,2020,8.0,84,0.0952380952380952,2020,TOC,90006,,8.0,,,,,,TOC Tier 2,deduplicated_matched,1124 S. Normandie Ave.,34.0501118,-118.2996862
255 S. Burlington Ave.,90057.0,1.0,2020,13.0,130,0.1,2020,TOC,90057,,13.0,,,,,,TOC Tier 3,deduplicated_matched,255 S. Burlington Ave.,34.0619,-118.26868
1131 N. Westmoreland Ave.,90029.0,13.0,2020,1.0,7,0.1428571428571428,2020,TOC,90029,,,,1.0,,,,TOC Tier 3,deduplicated_matched,1131 N. Westmoreland Ave.,34.0917792,-118.2881799
226 N. Berendo St.,90004.0,10.0,2020,2.0,18,0.1111111111111111,2020,TOC,90004,,2.0,,,,,,TOC Tier 4,deduplicated_matched,226 N. Berendo St.,34.0753305,-118.2938986
14629 W. Erwin St.,91411.0,6.0,2020,3.0,21,0.1428571428571428,2020,TOC,91411,,2.0,,1.0,,,,TOC Tier 3,deduplicated_matched,14629 W. Erwin St.,34.1829925,-118.3935511
14333 W. Sylvan St.,91401.0,6.0,2020,2.0,16,0.125,2020,TOC,91401,2023-07-14 00:00:00,2.0,,,,,,TOC Tier 3,deduplicated_matched,14333 W. Sylvan St.,34.1848711,-118.445535
1817 N. Sichel St.,90031.0,14.0,2020,2.0,18,0.1111111111111111,2020,TOC,90031,,,,2.0,,,,TOC Tier 1,deduplicated_matched,1817 N. Sichel St.,34.0644595,-118.2131048
1298 W. 37th St.,90007.0,8.0,2020,1.0,7,0.1428571428571428,2020,TOC,90007,,,,1.0,,,,TOC Tier 3,deduplicated_matched,1298 W. 37th St.,34.0206905,-118.2975217
216 N. Mariposa Ave.,90004.0,10.0,2020,3.0,28,0.1071428571428571,2020,TOC,90004,,3.0,,,,,,TOC Tier 3,deduplicated_matched,216 N. Mariposa Ave.,34.075888,-118.2991248
107 S. Hewitt St.,90012.0,14.0,2020,8.0,69,0.1159420289855072,2020,TOC,90012,2023-07-13 00:00:00,8.0,,,,,,TOC Tier 4,deduplicated_matched,107 S. Hewitt St.,34.0484855,-118.236318
11434 W. Pico Blvd.,90064.0,11.0,2020,11.0,102,0.1078431372549019,2020,TOC,90064,,11.0,,,,,,TOC Tier 3,deduplicated_matched,11434 W. Pico Blvd.,34.0336259,-118.4411038
1348 E. 27th St.,90011.0,9.0,2020,14.0,14,1.0,2020,TOC,90011,,4.0,,4.0,6.0,,,TOC Tier 1,deduplicated_matched,1348 E. 27th St.,34.0148352,-118.2495801
1410 N. Highland Ave.,90028.0,13.0,2020,5.0,49,0.1020408163265306,2020,TOC,90028,,5.0,,,,,,TOC Tier 3,deduplicated_matched,1410 N. Highland Ave.,34.0966223,-118.3382059
245 S. Westlake Ave.,90057.0,1.0,2020,2.0,13,0.1538461538461538,2020,TOC,90057,,,,2.0,,,,TOC Tier 2,deduplicated_matched,245 S. Westlake Ave.,34.0637823,-118.2706156
3641 S. Motor Ave.,90034.0,5.0,2020,3.0,30,0.1,2020,TOC,90034,,3.0,,,,,,TOC Tier 3,deduplicated_matched,3641 S. Motor Ave.,34.0238076,-118.4066973
14554 Moorpark St.,91403.0,4.0,2020,1.0,8,0.125,2020,TOC,91403,,,,1.0,,,,TOC Tier 2,deduplicated_matched,14554 Moorpark St.,34.1519512,-118.4505902
10375 W. Washington Blvd.,90232.0,5.0,2020,14.0,139,0.1007194244604316,2020,TOC,90232,,14.0,,,,,,TOC Tier 3,deduplicated_matched,10375 W. Washington Blvd.,34.01893099999999,-118.4023329
1517 W. 12th St.,90015.0,1.0,2020,6.0,26,0.2307692307692307,2020,TOC,90015,,,,,6.0,,,TOC Tier 2,deduplicated_matched,1517 W. 12th St.,34.0458529,-118.2747485
2109 W. 8th St.,90057.0,1.0,2020,6.0,57,0.1052631578947368,2020,TOC,90057,,6.0,,,,,,TOC Tier 3,deduplicated_matched,2109 W. 8th St.,34.0553073,-118.2781757
1317 S. Grand Ave.,90015.0,14.0,2020,17.0,147,0.1156462585034013,2020,TOC,90015,2024-05-09 00:00:00,17.0,,,,,,TOC Tier 4,deduplicated_matched,1317 S. Grand Ave.,34.0384739,-118.265019
8900 S. Ramsgate Ave.,90045.0,11.0,2020,6.0,33,0.1818181818181818,2020,TOC,90045,,4.0,,1.0,1.0,,,TOC Tier 3,deduplicated_matched,8900 S. Ramsgate Ave.,33.9598853,-118.3825589
10918 W. Camarillo St.,91602.0,2.0,2020,3.0,15,0.2,2020,TOC,91602,,1.0,,2.0,,,,TOC Tier 1,deduplicated_matched,10918 W. Camarillo St.,34.1573691,-118.3686114
10431 W. Santa Monica Blvd.,90025.0,5.0,2020,5.0,43,0.1162790697674418,2020,TOC,90025,,5.0,,,,,,TOC Tier 3,deduplicated_matched,10431 W. Santa Monica Blvd.,34.0570703,-118.4252137
1537 S. Wilton Pl.,90019.0,10.0,2020,2.0,21,0.0952380952380952,2020,TOC,90019,,2.0,,,,,,TOC Tier 1,deduplicated_matched,1537 S. Wilton Pl.,34.0442879,-118.3148593
977 S. Catalina St.,90006.0,10.0,2020,5.0,49,0.1020408163265306,2020,TOC,90006,,5.0,,,,,,TOC Tier 3,deduplicated_matched,977 S. Catalina St.,34.0535005,-118.2949709
3217 S. Central Ave.,90011.0,9.0,2020,35.0,35,1.0,2020,TOC,90011,,,,,35.0,,,TOC Tier 2,deduplicated_matched,3217 S. Central Ave.,34.0142763,-118.2568194
3981 W. Melrose Ave.,90029.0,13.0,2020,4.0,37,0.1081081081081081,2020,TOC,90029,,4.0,,,,,,TOC Tier 3,deduplicated_matched,3981 W. Melrose Ave.,34.0852077,-118.3060277
3910 S. Normandie Ave.,90037.0,8.0,2020,3.0,9,0.3333333333333333,2020,TOC,90037,,1.0,,1.0,1.0,,,TOC Tier 1,deduplicated_matched,3910 S. Normandie Ave.,34.0149477,-118.3000086
1157 S. Hoover St.,90006.0,1.0,2020,6.0,48,0.125,2020,TOC,90006,2023-10-20 00:00:00,2.0,,4.0,,,,TOC Tier 2,deduplicated_matched,1157 S. Hoover St.,34.0499816,-118.284451
3123 S. Livonia Ave.,90034.0,5.0,2020,3.0,29,0.1034482758620689,2020,TOC,90034,,3.0,,,,,,TOC Tier 3,deduplicated_matched,3123 S. Livonia Ave.,34.031906,-118.392063
6640 N. Irvine Ave.,91606.0,2.0,2020,1.0,6,0.1666666666666666,2020,UDU,91606,06/15/20 (Term.),,,,1.0,,,UDU,deduplicated_matched,6640 N. Irvine Ave.,34.1915261,-118.3852152
748.5 N. La Jolla Ave.,90046.0,14.0,2020,1.0,3,0.3333333333333333,2020,UDU,90046,2020-08-26 00:00:00,,,,,1.0,,UDU,deduplicated_matched,748.5 N. La Jolla Ave.,34.0847647,-118.3680332
10726 N. Sutter Ave.,91331.0,7.0,2020,1.0,8,0.125,2020,UDU,91331,2022-08-01 00:00:00,,,,1.0,,,UDU,deduplicated_matched,10726 N. Sutter Ave.,34.2651367,-118.4193907
2496 N. Gower St.,90068.0,4.0,2020,1.0,4,0.25,2020,UDU,90068,11/12/2022 (Term),,,,,1.0,,UDU,deduplicated_matched,2496 N. Gower St.,34.1152633,-118.3222311
1521-23 E. 52nd St.,90011.0,9.0,2020,1.0,3,0.3333333333333333,2020,UDU,90011,,,,,1.0,,,UDU,deduplicated_matched,1521-23 E. 52nd St.,33.996,-118.2469348
2584 S. Centinela Ave.,90064.0,11.0,2020,1.0,8,0.125,2020,UDU,90064,2021-07-21 00:00:00,,,,,1.0,,UDU,deduplicated_matched,2584 S. Centinela Ave.,34.023918,-118.4490859
11820 W. Venice Blvd.,90066.0,11.0,2020,1.0,13,0.0769230769230769,2020,UDU,90066,,,,1.0,,,,UDU,deduplicated_matched,11820 W. Venice Blvd.,34.0452252,-118.350816
1920 E. Michigan Ave.,90033.0,14.0,2020,1.0,15,0.0666666666666666,2020,UDU,90033,2023-06-15 00:00:00,,,1.0,,,,UDU,deduplicated_matched,1920 E. Michigan Ave.,34.0386913,-118.1757494
3057 N. Hollycrest Dr.,90068.0,4.0,2020,1.0,5,0.2,2020,UDU,90068,2023-12-29 00:00:00,,,,,1.0,,UDU,deduplicated_matched,3057 N. Hollycrest Dr.,34.1274424,-118.3446653
3582 S. Budlong Ave.,90007.0,8.0,2020,1.0,5,0.2,2020,UDU,90007,,,,,1.0,,,UDU,deduplicated_matched,3582 S. Budlong Ave.,34.0231871,-118.2956468
1505 S. Magnolia Ave.,90006.0,1.0,2020,1.0,5,0.2,2020,UDU,90006,,,,1.0,,,,UDU,deduplicated_matched,1505 S. Magnolia Ave.,34.0549076,-118.242643
33 E. Driftwood St.,90292.0,11.0,2020,1.0,20,0.05,2020,UDU,90292,,,,1.0,,,,UDU; Mello Act Compliance Review,deduplicated_matched,33 E. Driftwood St.,33.9776976,-118.4643168
1633 N. Edgemont St.,90027.0,13.0,2020,24.0,150,0.16,2020,Other/Discretionary,90027,2023-06-26 00:00:00,,,24.0,,,,"Conditional Use; Zoning Administrator's Adjustments, Specific Plan Project Permit Compliance Review, Site Plan Review",deduplicated_matched,1633 N. Edgemont St.,34.101067,-118.2964362
3170 W. Olympic Blvd.,90006.0,10.0,2020,46.0,252,0.1825396825396825,2020,Other/Discretionary,90006,2023-12-27 00:00:00,,,46.0,,,,Conditional Use; Site Plan Review,deduplicated_matched,3170 W. Olympic Blvd.,34.0523545,-118.3054645
2020 N. Barranca St.,90031.0,1.0,2020,5.0,100,0.05,2020,Other/Discretionary,90031,2022-09-28 00:00:00,5.0,,,,,,Specific Plan Exception from the Cornfield Arroyo Seco Specific Plan (CASP),deduplicated_matched,2020 N. Barranca St.,34.1051723,-117.881494
1800 E. 7th St.,90021.0,14.0,2020,14.0,122,0.1147540983606557,2020,Other/Discretionary,90021,,,,14.0,,,,"General Plan Amendment, Vesting Zone Change and Height District Change, Conditional Use, Site Plan Review",deduplicated_matched,1800 E. 7th St.,34.0344103,-118.2346624
350 S. Hill St.,90013.0,14.0,2020,87.0,428,0.2032710280373831,2020,Other/Discretionary,90013,,,,22.0,,65.0,,Site Plan Review; Director's Determination,deduplicated_matched,350 S. Hill St.,34.05047,-118.24998
6569 N. Van Nuys Ave.,91401.0,6.0,2020,10.0,174,0.057471264367816,2020,Other/Discretionary,91401,,,,10.0,,,,Site Plan Review; Vesting Zone Change,deduplicated_matched,6569 N. Van Nuys Ave.,34.2120075,-118.4491617
355 S. Kingsley Dr.,90020.0,10.0,2020,3.0,19,0.1578947368421052,2020,Other/Discretionary,90020,,1.0,,2.0,,,,JJJ,deduplicated_matched,355 S. Kingsley Dr.,34.0673577,-118.3032027
5050 N. Bakman Ave.,91601.0,2.0,2020,39.0,40,0.975,2020,Other/Discretionary,91601,2024-10-10 00:00:00,,,32.0,7.0,,,Conditional Use,deduplicated_matched,5050 N. Bakman Ave.,34.162316,-118.3768968
1421 W. Adams Blvd.,90007.0,8.0,2020,5.0,45,0.1111111111111111,2020,Other/Discretionary,90007,2023-03-31 00:00:00,5.0,,,,,,"Transit-Oriented Development Subarea (""TOD Medium"") projects/ SLA CPIO",deduplicated_matched,1421 W. Adams Blvd.,34.0329937,-118.2924746
15630 W. Vanowen St.,91406.0,6.0,2020,2.0,30,0.0666666666666666,2020,Other/Discretionary,91406,2024-04-18 00:00:00,,,,2.0,,,Zoning Variance,deduplicated_matched,15630 W. Vanowen St.,34.1934685,-118.4737619
8811 N. Sepulveda Blvd.,91343.0,6.0,2020,352.0,356,0.9887640449438202,2020,Other/Discretionary,91343,2024-03-05 00:00:00,,,40.0,,312.0,,Vesting Zone Change,deduplicated_matched,8811 N. Sepulveda Blvd.,34.2066451,-118.4659667
718 E. Rose Ave.,90291.0,11.0,2020,34.0,35,0.9714285714285714,2020,DB,90291,,,,,34.0,,,,deduplicated_matched,718 E. Rose Ave.,34.0005235,-118.4688752
12665 N. San Fernando Rd.,91342.0,7.0,2020,55.0,56,0.9821428571428572,2020,DB,91342,2023-07-14 00:00:00,,,,55.0,,,Site Plan Review,deduplicated_matched,12665 N. San Fernando Rd.,34.0987414,-118.2342549
9500 S. Compton Ave.,90002.0,15.0,2020,24.0,25,0.96,2020,DB,90002,2023-07-26 00:00:00,,,24.0,,,,AB 2162,deduplicated_matched,9500 S. Compton Ave.,33.9198476,-118.2462306
4347 W. Adams Blvd.,90018.0,10.0,2020,47.0,48,0.9791666666666666,2020,DB,90018,2023-03-29 00:00:00,,,5.0,42.0,,,,deduplicated_matched,4347 W. Adams Blvd.,34.0329059,-118.3341256
7219 N. Canby Ave.,91335.0,3.0,2020,25.0,26,0.9615384615384616,2020,DB,91335,2023-07-21 00:00:00,13.0,,12.0,,,,,deduplicated_matched,7219 N. Canby Ave.,34.20172,-118.53496
4314 W. Adams Blvd.,90018.0,10.0,2020,37.0,38,0.9736842105263158,2020,DB,90018,,,,4.0,33.0,,,,deduplicated_matched,4314 W. Adams Blvd.,34.0323128,-118.332339
6329 N. Clybourn Ave.,91606.0,2.0,2020,101.0,103,0.9805825242718448,2020,DB,91606,2024-01-11 00:00:00,,,14.0,87.0,,,,deduplicated_matched,6329 N. Clybourn Ave.,34.1858116,-118.3601658
3200 W. Temple St.,90026.0,13.0,2020,63.0,64,0.984375,2020,TOC,90026,12/9/2022 (Corrected 01-12-23),,,,63.0,,,TOC Tier 2,deduplicated_matched,3200 W. Temple St.,34.07526,-118.281577
283 W. Imperial Highway,90061.0,8.0,2020,53.0,54,0.9814814814814816,2020,TOC,90061,,,,,53.0,,,TOC Tier 4,deduplicated_matched,283 W. Imperial Highway,33.9314415,-118.2788936
12003 S. Main St.,90061.0,15.0,2020,55.0,56,0.9821428571428572,2020,TOC,90061,2022-03-18 00:00:00,3.0,,6.0,46.0,,,TOC Tier 4,deduplicated_matched,12003 S. Main St.,33.9234431,-118.2743243
424 N. Firmin St.,90026.0,1.0,2020,63.0,64,0.984375,2020,TOC,90026,2023-08-04 00:00:00,45.0,,,18.0,,,TOC Tier 3,deduplicated_matched,424 N. Firmin St.,34.064789,-118.2536265
1230 W. Ingraham St.,90017.0,1.0,2020,120.0,121,0.9917355371900828,2020,TOC,90017,2024-01-03 00:00:00,,,,120.0,,,TOC Tier 4,deduplicated_matched,1230 W. Ingraham St.,34.0525499,-118.26641
6501 S. Crenshaw Blvd.,90043.0,8.0,2020,97.0,98,0.9897959183673468,2020,TOC,90043,2023-10-20 00:00:00,,,72.0,25.0,,,TOC Tier 4,deduplicated_matched,6501 S. Crenshaw Blvd.,33.9805735,-118.3312
5138 South Broadway,90037.0,9.0,2020,48.0,49,0.979591836734694,2020,TOC,90037,2023-01-17 00:00:00,,,36.0,12.0,,,TOC Tier 2,deduplicated_matched,5138 South Broadway,33.995782,-118.2780828
1035 S. Berendo St.,90006.0,10.0,2020,41.0,42,0.9761904761904762,2020,TOC,90006,2023-08-15 00:00:00,,,,41.0,,,TOC Tier 4,deduplicated_matched,1035 S. Berendo St.,34.051785,-118.2940178
923 S. Kenmore Ave.,90006.0,10.0,2020,74.0,75,0.9866666666666668,2020,TOC,90006,2023-12-27 00:00:00,5.0,,6.0,63.0,,,TOC Tier 4,deduplicated_matched,923 S. Kenmore Ave.,34.0549381,-118.2967499
6712 S. Main St.,90003.0,9.0,2020,7.0,60,0.1166666666666666,2020,TOC,90003,,,,7.0,,,,TOC Tier 1,deduplicated_matched,6712 S. Main St.,33.9783,-118.27375
6700 S. Main St.,90003.0,9.0,2020,51.0,52,0.9807692307692308,2020,TOC,90003,,,,51.0,,,,TOC Tier 2,deduplicated_matched,6700 S. Main St.,33.9782336,-118.273538
1630 Schrader Blvd.,90028.0,13.0,2020,35.0,152,0.2302631578947368,2020,TOC,90028,2023-12-07 00:00:00,,,,35.0,,,TOC Tier 3; Site Plan Review,deduplicated_matched,1630 Schrader Blvd.,34.1006286,-118.3323362
456 W. 9th St.,90731.0,14.0,2020,90.0,91,0.989010989010989,2020,DB,90731,2023-12-20 00:00:00,,,,46.0,44.0,,SB 35,deduplicated_matched,456 W. 9th St.,34.0440879,-118.2592349
11408 S. Central Ave.,90059.0,15.0,2020,63.0,64,0.984375,2020,Other/Discretionary,90059,2022-06-30 00:00:00,,,,63.0,,,"AB 2162, Site Plan Review, Community Plan Implementation Overlay pursuant to Ordinance No. 185, 925",deduplicated_matched,11408 S. Central Ave.,33.9303832,-118.2539524
2851 E. Chaucer St.,90065.0,1.0,2020,41.0,42,0.9761904761904762,2020,Other/Discretionary,90065,2/22/22-03/04/22,,,,41.0,,,"Site Plan Review, Zoning Administrator's Adjustment",deduplicated_matched,2851 E. Chaucer St.,34.0959431,-118.2342984
4723 S. Normandie Ave.,90037.0,8.0,2020,42.0,43,0.9767441860465116,2020,Other/Discretionary,90037,2023-01-26 00:00:00,,,5.0,37.0,,,,deduplicated_matched,4723 S. Normandie Ave.,34.0003049,-118.3003927
4200 W. Pico Blvd.,90019.0,10.0,2020,53.0,54,0.9814814814814816,2020,Other/Discretionary,90019,2023-05-18 00:00:00,,,7.0,46.0,,,SB 35,deduplicated_matched,4200 W. Pico Blvd.,34.0475478,-118.3271545
6940 N. Owensmouth Ave.,91303.0,3.0,2020,79.0,80,0.9875,2020,Other/Discretionary,91303,2022-12-20 00:00:00,4.0,,,75.0,,,"""Q"" Clarification of Ordinance No. 186,385",deduplicated_matched,6940 N. Owensmouth Ave.,34.1968507,-118.6012932
1540 E. Industrial St.,90021.0,14.0,2020,53.0,475,0.111578947368421,2020,Other/Discretionary,90021,2024-12-20 00:00:00,,,24.0,,,29.0,General Plan Amendment; Vesting Zone Change; Height District Change; Density Bonus,deduplicated_matched,1540 E. Industrial St.,34.0358186,-118.2366637
9502 N. Van Nuys Blvd.,91402.0,6.0,2020,48.0,49,0.979591836734694,2020,Other/Discretionary,91402,,3.0,,45.0,,,,Vesting Zone Change,deduplicated_matched,9502 N. Van Nuys Blvd.,34.2134238,-118.4493142
200 E. Washington Blvd.,90015.0,9.0,2020,22.0,105,0.2095238095238095,2020,Other/Discretionary,90015,2024-05-17 00:00:00,10.0,,7.0,5.0,,,CPIO,deduplicated_matched,200 E. Washington Blvd.,34.0303037,-118.2635927
5151 W. Maplewood Ave.,90004.0,13.0,2019,3.0,34,0.088235294117647,2019,DB,90004,2023-06-26 00:00:00,,,3.0,,,,,deduplicated_matched,5151 W. Maplewood Ave.,34.0806691,-118.3152521
14401 W. Foothill Blvd.,91342.0,7.0,2019,3.0,32,0.09375,2019,DB,91342,2023-10-26 00:00:00,,,3.0,,,,,deduplicated_matched,14401 W. Foothill Blvd.,34.2670297,-118.3355385
3500 S. Chesapeake Ave.,90016.0,10.0,2019,3.0,22,0.1363636363636363,2019,DB,90016,2021-05-28 00:00:00,,,2.0,1.0,,,,deduplicated_matched,3500 S. Chesapeake Ave.,34.023593,-118.344893
4965 S. Centinela Ave.,90066.0,11.0,2019,2.0,25,0.08,2019,DB,90066,2021-03-05 00:00:00,,,2.0,,,,,deduplicated_matched,4965 S. Centinela Ave.,33.9874957,-118.416827
2400 W. 7th St.,90057.0,1.0,2019,4.0,46,0.0869565217391304,2019,DB,90057,,,,4.0,,,,,deduplicated_matched,2400 W. 7th St.,34.0577625,-118.2803182
14558 W. Erwin St.,91411.0,6.0,2019,3.0,27,0.1111111111111111,2019,DB,91411,,,,3.0,,,,,deduplicated_matched,14558 W. Erwin St.,34.1829925,-118.3935511
14222 W. Victory Blvd.,91401.0,6.0,2019,3.0,18,0.1666666666666666,2019,DB,91401,,,,2.0,1.0,,,,deduplicated_matched,14222 W. Victory Blvd.,34.1864751,-118.4676387
5401 N. Lankershim Blvd.,91601.0,2.0,2019,11.0,127,0.0866141732283464,2019,DB,91601,2023-08-30 00:00:00,,,11.0,,,,,deduplicated_matched,5401 N. Lankershim Blvd.,34.1691597,-118.3775384
11500 W. Emelita St.,91601.0,2.0,2019,1.0,14,0.0714285714285714,2019,DB,91601,2023-05-24 00:00:00,,,1.0,,,,,deduplicated_matched,11500 W. Emelita St.,34.1763581,-118.3823307
5633 E. York Blvd.,90042.0,14.0,2019,2.0,22,0.0909090909090909,2019,DB,90042,,,,2.0,,,,,deduplicated_matched,5633 E. York Blvd.,34.1194261,-118.1954681
1100 W. Temple St.,90012.0,1.0,2019,5.0,54,0.0925925925925925,2019,DB,90012,2022-03-24 00:00:00,,,5.0,,,,,deduplicated_matched,1100 W. Temple St.,34.0633046,-118.2519542
3827 S. Frances Ave.,90066.0,11.0,2019,2.0,18,0.1111111111111111,2019,DB,90066,,,,2.0,,,,,deduplicated_matched,3827 S. Frances Ave.,34.0012927,-118.4364279
12147 W. Magnolia Blvd.,91607.0,2.0,2019,4.0,36,0.1111111111111111,2019,DB,91607,2021-04-27 00:00:00,,,4.0,,,,,deduplicated_matched,12147 W. Magnolia Blvd.,34.165054,-118.4269037
16030 W. Sherman Way,91406.0,6.0,2019,7.0,54,0.1296296296296296,2019,DB,91406,2022-04-27 00:00:00,,,7.0,,,,,deduplicated_matched,16030 W. Sherman Way,34.20108099999999,-118.5199707
4367 S. Berryman Ave.,90066.0,11.0,2019,3.0,32,0.09375,2019,DB,90066,,,,3.0,,,,,deduplicated_matched,4367 S. Berryman Ave.,34.0004075,-118.4143205
14645 W. Vanowen St.,91405.0,6.0,2019,1.0,9,0.1111111111111111,2019,DB,91405,2021-10-27 00:00:00,,,1.0,,,,,deduplicated_matched,14645 W. Vanowen St.,34.194239,-118.4525651
14639 W. Vanowen St.,91405.0,6.0,2019,1.0,9,0.1111111111111111,2019,DB,91405,2021-10-27 00:00:00,,,1.0,,,,,deduplicated_matched,14639 W. Vanowen St.,34.1941898,-118.4524178
