Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Rec Year,Entitlement,Zip,C of O,Extremely Low (AMI 30%),"Very, Very Low (45%)",Very Low (AMI 50%),Low (AMI 50%-80%),Moderate (AMI 120%),Workforce (AMI 150%),Types of Density Bonus/Discretionary/Specific Plan,source,Cleaned_Address,LAT,LONG
1525 N. Hobart Blvd.,90027.0,13.0,2018,2.0,21,0.0952380952380952,2018,DB,90027,,,,2.0,,,,,deduplicated_matched,1525 N. Hobart Blvd.,34.0988804,-118.3061484
410 E. Florence Ave.,90003.0,9.0,2018,50.0,51,0.9803921568627452,2018,TOC,90003,2022-07-01 00:00:00,50.0,,,,,,,deduplicated_matched,410 E. Florence Ave.,33.9743272,-118.2670459
4121 W. Santa Monica Blvd.,90029.0,13.0,2018,5.0,41,0.1219512195121951,2018,TOC,90029,2020-03-10 00:00:00,5.0,,,,,,TOC Tier 3,deduplicated_matched,4121 W. Santa Monica Blvd.,34.0920978,-118.2824281
4749 W. Elmwood Ave.,90004.0,13.0,2018,1.0,14,0.0714285714285714,2018,DB,90004,2022-03-08 00:00:00,,,1.0,,,,,deduplicated_matched,4749 W. Elmwood Ave.,34.168808,-118.3098034
221 W. E St.,90744.0,15.0,2018,10.0,10,1.0,2018,DB,90744,2022-08-30 00:00:00,,,,10.0,,,,deduplicated_matched,221 W. E St.,33.7704876,-118.2870807
3737 S. Motor Ave.,90034.0,5.0,2018,3.0,30,0.1,2018,TOC,90034,2022-04-11 00:00:00,3.0,,,,,,TOC Tier 3,deduplicated_matched,3737 S. Motor Ave.,34.0214734,-118.4053771
5300 W. Adams Blvd.,90016.0,10.0,2018,1.0,8,0.125,2018,TOC,90016,2024-06-13 00:00:00,,,1.0,,,,TOC Tier 1,deduplicated_matched,5300 W. Adams Blvd.,34.0321413,-118.3588801
264 S. Union Ave.,90026.0,1.0,2018,1.0,12,0.0833333333333333,2018,DB,90026,,,,1.0,,,,,deduplicated_matched,264 S. Union Ave.,34.0617983,-118.2671777
4806 Sylmar Avenue,91423.0,4.0,2018,1.0,11,0.0909090909090909,2018,DB,91423,2021-09-02 00:00:00,,,1.0,,,,,deduplicated_matched,4806 Sylmar Avenue,34.1578442,-118.4463521
1021 S. Shenandoah St.,90035.0,5.0,2018,2.0,21,0.0952380952380952,2018,DB,90035,2024-04-29 00:00:00,,,2.0,,,,,deduplicated_matched,1021 S. Shenandoah St.,34.0586639,-118.3816714
825 S. Kingsley Dr.,90005.0,10.0,2018,8.0,90,0.0888888888888888,2018,DB,90005,,,,8.0,,,,,deduplicated_matched,825 S. Kingsley Dr.,34.0570018,-118.30334
1056 S. La Cienega Blvd.,90035.0,5.0,2018,8.0,90,0.0888888888888888,2018,DB,90035,,,,8.0,,,,,deduplicated_matched,1056 S. La Cienega Blvd.,34.0578603,-118.3759788
4800 S. Avalon Blvd.,90011.0,9.0,2018,3.0,33,0.0909090909090909,2018,TOC,90011,2021-05-03 00:00:00,3.0,,,,,,TOC Tier 1,deduplicated_matched,4800 S. Avalon Blvd.,33.9995967,-118.2648518
8521 S. Sepulveda Blvd.,90045.0,11.0,2018,8.0,87,0.0919540229885057,2018,TOC,90045,2024-07-22 00:00:00,8.0,,,,,,TOC Tier 2,deduplicated_matched,8521 S. Sepulveda Blvd.,33.9605033,-118.3967302
552 N. Hobart Blvd.,90004.0,13.0,2018,2.0,26,0.0769230769230769,2018,DB,90004,2021-10-08 00:00:00,,,2.0,,,,,deduplicated_matched,552 N. Hobart Blvd.,34.0813939,-118.3054692
14307 W. Friar St.,91401.0,6.0,2018,6.0,30,0.2,2018,DB,91401,2021-12-22 00:00:00,,,4.0,2.0,,,,deduplicated_matched,14307 W. Friar St.,34.1859052,-118.4447108
5910 W. Saturn St.,90035.0,10.0,2018,4.0,45,0.0888888888888888,2018,DB,90035,,,,4.0,,,,,deduplicated_matched,5910 W. Saturn St.,34.0497324,-118.3684771
955 S. Fedora St.,90006.0,10.0,2018,6.0,60,0.1,2018,DB,90006,,,,5.0,1.0,,,,deduplicated_matched,955 S. Fedora St.,34.0546991,-118.2979644
505 W. 31st St.,90007.0,9.0,2018,8.0,73,0.1095890410958904,2018,DB,90007,2022-01-27 00:00:00,,,,6.0,2.0,,,deduplicated_matched,505 W. 31st St.,34.0239409,-118.277356
11272 W. Nebraska Ave.,90025.0,11.0,2018,3.0,24,0.125,2018,TOC,90025,2021-07-23 00:00:00,3.0,,,,,,,deduplicated_matched,11272 W. Nebraska Ave.,34.0456186,-118.4433624
2602 S. Orange Dr.,90016.0,10.0,2018,3.0,25,0.12,2018,TOC,90016,2024-01-12 00:00:00,,,3.0,,,,,deduplicated_matched,2602 S. Orange Dr.,34.03224,-118.3533
5610 N. Camellia Ave.,91601.0,2.0,2018,6.0,62,0.0967741935483871,2018,TOC,91601,2021-11-23 00:00:00,6.0,,,,,,TOC Tier 2,deduplicated_matched,5610 N. Camellia Ave.,34.1724413,-118.3818699
609 N. Dillon St.,90026.0,13.0,2018,5.0,52,0.0961538461538461,2018,TOC,90026,2022-09-19 00:00:00,5.0,,,,,,TOC Tier 1,deduplicated_matched,609 N. Dillon St.,34.0787096,-118.2792293
5335 W. Adams Blvd.,90016.0,10.0,2018,7.0,60,0.1166666666666666,2018,TOC,90016,2021-04-12 00:00:00,,,7.0,,,,TOC Tier 1,deduplicated_matched,5335 W. Adams Blvd.,34.03268,-118.3593
166 S. Alvarado St.,90057.0,1.0,2018,83.0,84,0.988095238095238,2018,TOC,90057,2022-11-30 00:00:00,7.0,,4.0,72.0,,,TOC Tier 3,deduplicated_matched,166 S. Alvarado St.,34.0649187,-118.2712599
13724 W. Victory Blvd.,91401.0,2.0,2018,4.0,67,0.0597014925373134,2018,DB,91401,2022-02-14 00:00:00,,,4.0,,,,,deduplicated_matched,13724 W. Victory Blvd.,34.1864751,-118.4676387
1901 W. Blake Ave.,90039.0,13.0,2018,5.0,52,0.0961538461538461,2018,DB,90039,2022-08-01 00:00:00,,,5.0,,,,,deduplicated_matched,1901 W. Blake Ave.,34.0985561,-118.2435697
708 S. New Depot St.,90012.0,1.0,2018,3.0,33,0.0909090909090909,2018,DB,90012,,,,3.0,,,,,deduplicated_matched,708 S. New Depot St.,34.0650122,-118.2422531
3415 W. Bellevue Ave.,90026.0,13.0,2018,3.0,14,0.2142857142857142,2018,DB,90026,,,,2.0,1.0,,,,deduplicated_matched,3415 W. Bellevue Ave.,34.0676347,-118.2518376
11588 W. Pico Blvd.,90064.0,11.0,2018,2.0,21,0.0952380952380952,2018,DB,90064,,,,2.0,,,,,deduplicated_matched,11588 W. Pico Blvd.,34.0324497,-118.4436118
924 S. Catalina St.,90006.0,10.0,2018,3.0,30,0.1,2018,TOC,90006,2022-08-15 00:00:00,3.0,,,,,,TOC Tier 3,deduplicated_matched,924 S. Catalina St.,34.0549444,-118.2951021
916 N. Alvarado St.,90026.0,13.0,2018,3.0,27,0.1111111111111111,2018,TOC,90026,2022-10-18 00:00:00,3.0,,,,,,TOC Tier 3,deduplicated_matched,916 N. Alvarado St.,34.0757944,-118.2642882
1255 S. Elden Ave.,90006.0,1.0,2018,92.0,93,0.989247311827957,2018,DB,90006,2020-06-04 00:00:00,,,,92.0,,,,deduplicated_matched,1255 S. Elden Ave.,34.0474467,-118.2878866
846 S. Mariposa Ave.,90005.0,10.0,2018,6.0,38,0.1578947368421052,2018,TOC,90005,2022-01-14 00:00:00,4.0,,1.0,1.0,,,TOC Tier 3,deduplicated_matched,846 S. Mariposa Ave.,34.0563423,-118.2985822
6600 N. Van Nuys Blvd.,90029.0,6.0,2018,6.0,54,0.1111111111111111,2018,DB,90029,2024-11-12 00:00:00,,,6.0,,,,,deduplicated_matched,6600 N. Van Nuys Blvd.,34.2120075,-118.4491617
7401 N. Lankershim Blvd.,91605.0,2.0,2018,9.0,108,0.0833333333333333,2018,TOC,91605,2021-04-23 00:00:00,9.0,,,,,,TOC Tier 1,deduplicated_matched,7401 N. Lankershim Blvd.,34.2049402,-118.3883429
11280 W. Peach Grove St.,91601.0,2.0,2018,2.0,21,0.0952380952380952,2018,TOC,91601,2021-06-22 00:00:00,2.0,,,,,,TOC Tier 1,deduplicated_matched,11280 W. Peach Grove St.,34.1590015,-118.3771499
13654 W. Bassett St.,91405.0,2.0,2018,2.0,19,0.1052631578947368,2018,DB,91405,2021-01-11 00:00:00,,,2.0,,,,,deduplicated_matched,13654 W. Bassett St.,34.1955909,-118.4309596
1901 N. Echo Park Ave.,90026.0,13.0,2018,1.0,13,0.0769230769230769,2018,DB,90026,2021-01-07 00:00:00,,,1.0,,,,,deduplicated_matched,1901 N. Echo Park Ave.,34.0865077,-118.2521527
5360 W. San Vicente Blvd.,90019.0,10.0,2018,1.0,8,0.125,2018,DB,90019,,,,1.0,,,,,deduplicated_matched,5360 W. San Vicente Blvd.,34.0553087,-118.357837
6211 S. Vermont Ave.,90044.0,8.0,2018,15.0,15,1.0,2018,DB,90044,,,,,15.0,,,,deduplicated_matched,6211 S. Vermont Ave.,33.9828178,-118.2917461
12071 W. Wilshire Blvd.,90025.0,11.0,2018,2.0,12,0.1666666666666666,2018,DB,90025,,,,2.0,,,,,deduplicated_matched,12071 W. Wilshire Blvd.,34.044622,-118.4671995
2108 E. 1st St.,90033.0,14.0,2018,1.0,4,0.25,2018,Other/Discretionary,90033,2019-12-05 00:00:00,,,,1.0,,,UDU,deduplicated_matched,2108 E. 1st St.,34.044564,-118.2135026
16515 W. Victory Blvd.,91406.0,6.0,2018,1.0,8,0.125,2018,Other/Discretionary,91406,,,,,,1.0,,UDU,deduplicated_matched,16515 W. Victory Blvd.,34.1864904,-118.4720437
1612 W. 81st St.,90047.0,8.0,2018,1.0,4,0.25,2018,Other/Discretionary,90047,,,,,,1.0,,UDU,deduplicated_matched,1612 W. 81st St.,33.9652681,-118.3051628
1238 1/2 N. June St.,90038.0,13.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90038,2018-12-08 00:00:00,,,,,1.0,,UDU,deduplicated_matched,1238/2 N. June St.,34.0937301,-118.33396
920 W. 49th St.,90037.0,9.0,2018,1.0,4,0.25,2018,Other/Discretionary,90037,,,,1.0,,,,UDU,deduplicated_matched,920 W. 49th St.,33.99848060000001,-118.2899452
651 W. 12th St.,90731.0,14.0,2018,1.0,10,0.1,2018,Other/Discretionary,90731,2018-08-09 00:00:00,,,,,1.0,,UDU,deduplicated_matched,651 W. 12th St.,34.041844,-118.2662542
11525 W. Chandler Blvd.,91601.0,2.0,2018,6.0,60,0.1,2018,Other/Discretionary,91601,2024-05-16 00:00:00,,,,3.0,3.0,,Vesting Zone Change,deduplicated_matched,11525 W. Chandler Blvd.,34.1687887,-118.4466606
10002 1/2 N. Pinewood Ave.,91042.0,7.0,2018,1.0,4,0.25,2018,Other/Discretionary,91042,2019-11-27 00:00:00,,,,,1.0,,UDU,deduplicated_matched,10002/2 N. Pinewood Ave.,34.2502685,-118.2857735
2551 1/2 W. Avenue 31,90065.0,1.0,2018,1.0,4,0.25,2018,Other/Discretionary,90065,2018-06-30 00:00:00,,,,1.0,,,UDU,deduplicated_matched,2551/2 W. Avenue,34.3123172,-118.4816555
2033 N. Vista Del Mar Ave.,90068.0,4.0,2018,2.0,12,0.1666666666666666,2018,Other/Discretionary,90068,2019-03-28 00:00:00,,,,,2.0,,Zoning Variance,deduplicated_matched,2033 N. Vista Del Mar Ave.,34.1079999,-118.32415
4307 W. Russell Ave.,90027.0,4.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90027,2019-04-17 00:00:00,,,,,1.0,,UDU,deduplicated_matched,4307 W. Russell Ave.,34.1047042,-118.2834356
1376 W. 37th Pl.,90007.0,8.0,2018,1.0,5,0.2,2018,Other/Discretionary,90007,2019-08-10 00:00:00,,,1.0,,,,UDU,deduplicated_matched,1376 W. 37th Pl.,34.0198208,-118.2997238
1371 W. 37th St.,90007.0,8.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90007,2019-09-26 00:00:00,,,,1.0,,,UDU,deduplicated_matched,1371 W. 37th St.,34.0211409,-118.2995808
200 N. Edgemont St.,90004.0,10.0,2018,1.0,15,0.0666666666666666,2018,Other/Discretionary,90004,2018-07-09 00:00:00,,,,1.0,,,UDU,deduplicated_matched,200 N. Edgemont St.,34.0753591,-118.2971971
21 E. Voyage St.,90292.0,11.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90292,,,,,,1.0,,UDU,deduplicated_matched,21 E. Voyage St.,33.9677031,-118.4565348
10 E. Anchorage St.,90292.0,11.0,2018,1.0,5,0.2,2018,Other/Discretionary,90292,2020-10-29 00:00:00,,,,,1.0,,UDU,deduplicated_matched,10 E. Anchorage St.,33.9786735,-118.4661187
"29 E. Lighthouse St., Unit #1, #2, #3",90292.0,11.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90292,4/12/2021 (Term.),,,,,1.0,,UDU,deduplicated_matched,"29 E. Lighthouse St., Unit #1, #2, #3",33.9732599,-118.4607631
474 W. Casanova St.,90012.0,1.0,2018,1.0,5,0.2,2018,Other/Discretionary,90012,2019-02-04 00:00:00,,,,1.0,,,UDU,deduplicated_matched,474 W. Casanova St.,34.0732972,-118.230081
1945 S. Glendon Ave.,90025.0,5.0,2018,1.0,17,0.0588235294117647,2018,Other/Discretionary,90025,2018-08-16 00:00:00,,,,,1.0,,Zoning Variance,deduplicated_matched,1945 S. Glendon Ave.,34.047422,-118.4338574
25 E. Lighthouse St.,90292.0,11.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90292,,,,,,1.0,,UDU,deduplicated_matched,25 E. Lighthouse St.,33.9732018,-118.4608695
409 E. Rialto Ave.,90291.0,11.0,2018,1.0,2,0.5,2018,Other/Discretionary,90291,2019-09-24 00:00:00,,,,,1.0,,Mello Act Compliance,deduplicated_matched,409 E. Rialto Ave.,33.9890916,-118.4688549
1420 S. Bonnie Brae St.,90006.0,1.0,2018,2.0,29,0.0689655172413793,2018,Other/Discretionary,90006,,,,,2.0,,,Zoning Variance,deduplicated_matched,1420 S. Bonnie Brae St.,34.0436682,-118.2810974
3101 S. Bagley Ave.,90034.0,5.0,2018,1.0,10,0.1,2018,Other/Discretionary,90034,2018-11-02 00:00:00,,,,,1.0,,UDU,deduplicated_matched,3101 S. Bagley Ave.,34.0334318,-118.3954817
1060 1/2 51st Pl.,90037.0,9.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90037,2019-10-11 00:00:00,,,,1.0,,,UDU,deduplicated_matched,1060/2 51st Pl.,33.9957824,-118.2936597
12762 W. Vanowen St.,91605.0,2.0,2018,1.0,7,0.1428571428571428,2018,Other/Discretionary,91605,,,,,1.0,,,UDU,deduplicated_matched,12762 W. Vanowen St.,34.1936411,-118.4117069
5514 W. Sierra Vista Ave.,90038.0,13.0,2018,1.0,29,0.0344827586206896,2018,Other/Discretionary,90038,2019-12-26 00:00:00,,,,1.0,,,UDU,deduplicated_matched,5514 W. Sierra Vista Ave.,34.0894364,-118.3120351
1638 W. 206th St.,90501.0,15.0,2018,1.0,5,0.2,2018,Other/Discretionary,90501,2019-01-18 00:00:00,,,,1.0,,,UDU,deduplicated_matched,1638 W. 206th St.,33.8436102,-118.3080893
3735 S. Bagley Ave.,90034.0,5.0,2018,1.0,30,0.0333333333333333,2018,Other/Discretionary,90034,2020-08-11 00:00:00,,,,,1.0,,UDU,deduplicated_matched,3735 S. Bagley Ave.,34.0265984,-118.3963185
12 E. Lighthouse St.,90292.0,11.0,2018,1.0,4,0.25,2018,Other/Discretionary,90292,5/7/21 (Term.),,,,,1.0,,UDU,deduplicated_matched,12 E. Lighthouse St.,33.9727175,-118.4609335
9324 1/2 S. Holmes Ave.,90002.0,15.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90002,2019-01-24 00:00:00,,,,1.0,,,UDU,deduplicated_matched,9324/2 S. Holmes Ave.,33.9517473,-118.240557
7131 N. Baird Ave.,91335.0,3.0,2018,5.0,40,0.125,2018,Other/Discretionary,91335,,2.0,,3.0,,,,Vesting Zone Change,deduplicated_matched,7131 N. Baird Ave.,34.2001079,-118.5376239
9131 Darby Ave.,91325.0,12.0,2018,17.0,146,0.1164383561643835,2018,Other/Discretionary,91325,2021-07-01 00:00:00,,,17.0,,,,Vesting Zone Change and height District Change,deduplicated_matched,9131 Darby Ave.,34.2360976,-118.5341271
1652 W. 207th St.,90501.0,15.0,2018,1.0,6,0.1666666666666666,2018,Other/Discretionary,90501,2019-01-15 00:00:00,,,1.0,,,,UDU,deduplicated_matched,1652 W. 207th St.,33.8426357,-118.3084602
245 S. Serrano Ave.,90004.0,10.0,2018,1.0,54,0.0185185185185185,2018,Other/Discretionary,90004,2019-11-25 00:00:00,,,,1.0,,,Zoning Variance,deduplicated_matched,245 S. Serrano Ave.,34.0696548,-118.307125
1644 W. 206th St.,90501.0,15.0,2018,1.0,5,0.2,2018,Other/Discretionary,90501,2019-01-15 00:00:00,,,,1.0,,,UDU,deduplicated_matched,1644 W. 206th St.,33.84359680000001,-118.3083
723 W. 20th St.,90731.0,1.0,2018,1.0,5,0.2,2018,Other/Discretionary,90731,2019-02-11 00:00:00,,,,,1.0,,UDU,deduplicated_matched,723 W. 20th St.,33.725815,-118.2929875
619 N. Hayworth Ave.,90048.0,5.0,2018,1.0,9,0.1111111111111111,2018,Other/Discretionary,90048,2019-06-25 00:00:00,,,,,1.0,,UDU,deduplicated_matched,619 N. Hayworth Ave.,34.0821739,-118.3630422
3334 1/2 N. Drew St.,90065.0,13.0,2018,1.0,6,0.1666666666666666,2018,Other/Discretionary,90065,2019-11-14 00:00:00,,,1.0,,,,UDU,deduplicated_matched,3334/2 N. Drew St.,34.1205206,-118.2418625
661 N. Echandia St.,90033.0,14.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90033,2019-08-09 00:00:00,,,,1.0,,,UDU,deduplicated_matched,661 N. Echandia St.,34.0544249,-118.2179488
3536 S. Hughes Ave.,90034.0,5.0,2018,4.0,16,0.25,2018,Other/Discretionary,90034,,,,,,4.0,,UDU,deduplicated_matched,3536 S. Hughes Ave.,34.0283769,-118.402316
3423 1/2 S. Walton Ave.,90007.0,8.0,2018,1.0,4,0.25,2018,Other/Discretionary,90007,2019-08-26 00:00:00,,,,1.0,,,UDU,deduplicated_matched,3423/2 S. Walton Ave.,34.0248348,-118.2951417
6000 W. Comey Ave.,90034.0,10.0,2018,1.0,5,0.2,2018,Other/Discretionary,90034,2023-03-22 00:00:00,,,,,1.0,,UDU,deduplicated_matched,6000 W. Comey Ave.,34.033837,-118.3748174
4427 S. Centinela Ave.,90066.0,11.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90066,2021-02-23 00:00:00,,,,,1.0,,UDU,deduplicated_matched,4427 S. Centinela Ave.,33.9934983,-118.4245022
6929 N. Radford Ave.,91605.0,2.0,2018,1.0,6,0.1666666666666666,2018,Other/Discretionary,91605,2021-10-13 00:00:00,,,,1.0,,,UDU,deduplicated_matched,6929 N. Radford Ave.,34.1966975,-118.3924774
1362 1/2 W. 30th St.,90007.0,8.0,2018,1.0,3,0.3333333333333333,2018,Other/Discretionary,90007,2019-02-07 00:00:00,,,,1.0,,,UDU,deduplicated_matched,1362/2 W. 30th St.,34.0276116,-118.2935851
1309 1/2 E. 43rd St.,90011.0,9.0,2018,1.0,4,0.25,2018,Other/Discretionary,90011,2021-01-28 00:00:00,,,,1.0,,,UDU,deduplicated_matched,1309/2 E. 43rd St.,34.00586699999999,-118.2517203
1542 S. Wooster St.,90212.0,5.0,2018,1.0,9,0.1111111111111111,2018,Other/Discretionary,90212,2020-02-11 00:00:00,,,,,1.0,,UDU,deduplicated_matched,1542 S. Wooster St.,34.0506759,-118.3828689
126 1/2 W. 40th Pl.,90037.0,9.0,2018,1.0,5,0.2,2018,Other/Discretionary,90037,2021-10-14 00:00:00,,,,1.0,,,UDU,deduplicated_matched,126/2 W. 40th Pl.,34.0099301,-118.2748336
6916 N. Agnes Ave.,91605.0,2.0,2018,1.0,6,0.1666666666666666,2018,Other/Discretionary,91605,2021-03-25 00:00:00,,,,1.0,,,UDU,deduplicated_matched,6916 N. Agnes Ave.,34.1539898,-118.3953981
905 3/4 N. Robinson St.,90026.0,13.0,2018,1.0,5,0.2,2018,Other/Discretionary,90026,,,,,,1.0,,UDU,deduplicated_matched,905/4 N. Robinson St.,34.0833762,-118.2776718
4056 S. Dalton Ave.,90062.0,8.0,2018,1.0,4,0.25,2018,Other/Discretionary,90062,,,,,1.0,,,UDU,deduplicated_matched,4056 S. Dalton Ave.,34.0183922,-118.3039992
886 S. Hilgard Ave.,90025.0,5.0,2018,1.0,60,0.0166666666666666,2018,Other/Discretionary,90025,2019-11-15 00:00:00,,,,,1.0,,UDU,deduplicated_matched,886 S. Hilgard Ave.,34.06437349999999,-118.440823
5414 S. Crenshaw Blvd.,90043.0,8.0,2018,12.0,70,0.1714285714285714,2018,DB,90043,2020-04-13 00:00:00,,,,12.0,,,,deduplicated_matched,5414 S. Crenshaw Blvd.,33.99269990000001,-118.3302886
2423 E. 1st Street,90033.0,14.0,2018,28.0,29,0.9655172413793104,2018,DB,90033,2020-03-12 00:00:00,,,4.0,24.0,,,,deduplicated_matched,2423 E. 1st Street,34.0435425,-118.2089656
4050 S. Figueroa St.,90037.0,9.0,2018,56.0,57,0.9824561403508772,2018,DB,90037,2022-03-07 00:00:00,,,14.0,42.0,,,,deduplicated_matched,4050 S. Figueroa St.,34.0097838,-118.2825729
10966 W. Ratner St.,91352.0,6.0,2018,43.0,44,0.9772727272727272,2018,DB,91352,2020-08-12 00:00:00,,,7.0,36.0,,,,deduplicated_matched,10966 W. Ratner St.,34.2168174,-118.3693183
1044 E. Jefferson Blvd.,90011.0,9.0,2018,73.0,74,0.9864864864864864,2018,DB,90011,2019-08-12 00:00:00,,,10.0,63.0,,,,deduplicated_matched,1044 E. Jefferson Blvd.,34.01157,-118.25695
1532 W. Cambria St.,90017.0,1.0,2018,56.0,57,0.9824561403508772,2018,TOC,90017,2020-10-09 00:00:00,7.0,,,49.0,,,"TOC Tier 4, PSH, MP",deduplicated_matched,1532 W. Cambria St.,34.052636,-118.27105
459 S. Hartford Ave.,90017.0,1.0,2018,100.0,101,0.99009900990099,2018,DB,90017,2022-05-02 00:00:00,,,,100.0,,,Also PSH; MP,deduplicated_matched,459 S. Hartford Ave.,34.057063,-118.2638755
9041 N. Laurel Canyon Blvd.,91352.0,6.0,2018,95.0,96,0.9895833333333334,2018,Other/Discretionary,91352,2020-12-04 00:00:00,,,,95.0,,,,deduplicated_matched,9041 N. Laurel Canyon Blvd.,34.2323133,-118.4040899
519 E. 7th St.,90014.0,14.0,2018,80.0,81,0.9876543209876544,2018,Other/Discretionary,90014,2021-12-21 00:00:00,,,80.0,,,,Greater Downtown Housing Incentive,deduplicated_matched,519 E. 7th St.,34.0410821,-118.2468555
1127 N. Las Palmas Ave,90038.0,13.0,2018,124.0,124,1.0,2018,Other/Discretionary,90038,,,,14.0,,110.0,,"Vesting Zone Change, Height District Change",deduplicated_matched,1127 N. Las Palmas Ave,34.0916155,-118.3366189
401 E. 7th St.,90014.0,14.0,2018,98.0,99,0.98989898989899,2018,Other/Discretionary,90014,2021-01-27 00:00:00,,,98.0,,,,Greater Downtown Housing Incentive,deduplicated_matched,401 E. 7th St.,34.0420093,-118.2482824
326 S. Reno St.,90057.0,1.0,2017,6.0,65,0.0923076923076923,2017,DB,90057,2021-06-25 00:00:00,,,6.0,,,,,deduplicated_matched,326 S. Reno St.,34.06730270000001,-118.2835149
1836 N. Sichel St.,90031.0,14.0,2017,3.0,27,0.1111111111111111,2017,DB,90031,2018-11-01 00:00:00,,,3.0,,,,,deduplicated_matched,1836 N. Sichel St.,34.0651135,-118.2125141
3355 S. Overland Ave.,90064.0,5.0,2017,4.0,37,0.1081081081081081,2017,DB,90064,2023-03-28 00:00:00,,,4.0,,,,,deduplicated_matched,3355 S. Overland Ave.,34.0266796,-118.413386
4210 S. Del Rey Ave.,90292.0,11.0,2017,6.0,68,0.088235294117647,2017,DB,90292,2019-10-31 00:00:00,,,6.0,,,,,deduplicated_matched,4210 S. Del Rey Ave.,33.9871478,-118.4436492
5252 N. Willow Crest Ave.,91601.0,2.0,2017,3.0,25,0.12,2017,DB,91601,2021-06-24 00:00:00,,,3.0,,,,,deduplicated_matched,5252 N. Willow Crest Ave.,34.1664033,-118.3618609
8837 N. Burnet Ave.,91343.0,6.0,2017,1.0,12,0.0833333333333333,2017,DB,91343,,,,1.0,,,,,deduplicated_matched,8837 N. Burnet Ave.,34.2004009,-118.4623467
518 N. Gramercy Pl.,90004.0,13.0,2017,4.0,51,0.0784313725490196,2017,DB,90004,2019-08-01 00:00:00,,,4.0,,,,,deduplicated_matched,518 N. Gramercy Pl.,34.0809128,-118.3123085
933 E. Vernon Ave.,90011.0,9.0,2017,21.0,21,1.0,2017,DB,90011,2021-08-02 00:00:00,,,21.0,,,,,deduplicated_matched,933 E. Vernon Ave.,34.00409370000001,-118.259264
1846 N. Cherokee Ave.,90028.0,13.0,2017,3.0,20,0.15,2017,DB,90028,,,,,3.0,,,,deduplicated_matched,1846 N. Cherokee Ave.,34.1045037,-118.3344093
12905 W Landale St.,91604.0,4.0,2017,2.0,10,0.2,2017,DB,91604,2021-05-18 00:00:00,,,1.0,1.0,,,,deduplicated_matched,12905 W Landale St.,34.1523618,-118.4141424
22769 W. Del Valle St.,91364.0,3.0,2017,2.0,22,0.0909090909090909,2017,DB,91364,2019-08-15 00:00:00,,,2.0,,,,,deduplicated_matched,22769 W. Del Valle St.,34.1655084,-118.6226958
5066 Romaine St.,90029.0,13.0,2017,1.0,15,0.0666666666666666,2017,DB,90029,2020-08-17 00:00:00,,,1.0,,,,,deduplicated_matched,5066 Romaine St.,34.0882133,-118.3025365
150 N. Berendo St.,90004.0,10.0,2017,2.0,21,0.0952380952380952,2017,DB,90004,2017-03-07 00:00:00,,,2.0,,,,,deduplicated_matched,150 N. Berendo St.,34.0742593,-118.2938792
527 S. Wilton Pl.,90020.0,13.0,2017,1.0,14,0.0714285714285714,2017,DB,90020,2021-06-25 00:00:00,,,1.0,,,,,deduplicated_matched,527 S. Wilton Pl.,34.0645042,-118.314421
644 N. Normandie Ave.,90004.0,13.0,2017,1.0,12,0.0833333333333333,2017,DB,90004,2019-12-23 00:00:00,,,1.0,,,,,deduplicated_matched,644 N. Normandie Ave.,34.0825807,-118.3002093
1440 N. Gordon St.,90028.0,13.0,2017,5.0,41,0.1219512195121951,2017,DB,90028,2020-10-09 00:00:00,,,4.0,1.0,,,,deduplicated_matched,1440 N. Gordon St.,34.096906,-118.319793
2441 S. Sepulveda Blvd.,90064.0,5.0,2017,66.0,595,0.1109243697478991,2017,DB,90064,2020-07-15 00:00:00,,,66.0,,,,,deduplicated_matched,2441 S. Sepulveda Blvd.,34.0358135,-118.434533
4847 W. Oakwood Ave.,90004.0,13.0,2017,4.0,49,0.0816326530612244,2017,DB,90004,2021-11-05 00:00:00,,,4.0,,,,,deduplicated_matched,4847 W. Oakwood Ave.,34.0775707,-118.3129053
957 N. Figueroa Ter.,90012.0,1.0,2017,1.0,28,0.0357142857142857,2017,DB,90012,2021-10-29 00:00:00,,,1.0,,,,,deduplicated_matched,957 N. Figueroa Ter.,34.0678349,-118.243811
338 N. Mariposa Ave.,90064.0,13.0,2017,1.0,14,0.0714285714285714,2017,DB,90064,2021-12-08 00:00:00,,,1.0,,,,,deduplicated_matched,338 N. Mariposa Ave.,34.0774922,-118.2992955
